"Coll_date","Coll_data","Species","count","w_var","w_mean","w_median","w_max","w_min","w_sd","w_cv","b_var","b_mean","b_median","b_max","b_min","b_sd","b_cv"
20150722,"MCE1500","Abraxas persimplex",13,0.866580769230768,19.5615384615385,19.66,21.06,17.94,0.930903200784468,4.75884451836338,0.535591025641026,13.0707692307692,12.97,14.23,11.35,0.73184084720725,5.5990648621082
20150724,"MCE1750","Abraxas persimplex",21,1.55909904761905,19.4990476190476,19.66,22.22,17.27,1.24863887798636,6.40358904896788,0.730254761904762,13.0261904761905,13.01,14.44,11.5,0.854549449654472,6.56024070288573
20150720,"MCE2000","Abraxas tenellula",23,1.94391739130435,19.7391304347826,20.01,21.97,15.28,1.3942443800512,7.06335258616245,0.570268398268398,13.4727272727273,13.445,14.89,12.38,0.755161173702938,5.60510992627012
20150723,"MCE1750","Abraxas tenuisuffusa",14,1.3473478021978,18.3235714285714,17.9,20.94,16.58,1.16075311853891,6.33475369724583,0.329381818181818,12.13,11.92,13.14,11.36,0.573917954225008,4.73139286253098
20150723,"MCE3000","Alcis taiwanensis",10,1.31004888888889,20.484,20.54,22.36,18.41,1.14457367123698,5.58764729172513,1.54064,15.582,15.92,17.16,13.1,1.24122520116214,7.96576306739919
20150721,"MCE1500","Alcis taiwanovariegata",13,1.87503,17.456,18.11,18.62,15.55,1.36931734817025,7.84439360775806,1.28880769230769,14.2507692307692,14.68,15.72,12.43,1.1352566636262,7.96628340016226
20150722,"MCE1500","Alcis taiwanovariegata",22,1.14432316017316,16.9277272727273,16.985,19.02,14.66,1.06973041471819,6.3193977400715,1.17916796536796,13.6118181818182,13.66,15.34,11.38,1.08589500660421,7.97758970990874
20150722,"MCE1750","Alcis taiwanovariegata",18,1.43916732026144,17.3844444444444,17.575,19.8,14.92,1.1996529999385,6.90072670295697,1.22228235294118,14.5866666666667,14.83,16.42,12.73,1.10556879159154,7.5793107284612
20150723,"MCE1750","Alcis taiwanovariegata",28,0.963078703703704,17.1625,17.13,18.95,15.21,0.9813657339156,5.7180814794791,1.90940251322751,13.8189285714286,14.08,15.83,11.55,1.38181131607304,9.99940993204073
20150720,"MCE0750","Ambulyx kuangtungensis",11,0.886999999999999,36.6333333333333,36.49,37.9,35.49,0.941806774237688,2.57090111256876,4.47737636363637,32.9818181818182,33.24,36.6,30.08,2.11598118225006,6.41559895390041
20150721,"MCE0500","Ambulyx kuangtungensis",14,0.703009090909093,35.495,35.555,37.13,34.26,0.838456373885423,2.36218164216206,3.39842637362637,31.8442857142857,31.68,35.89,29.04,1.84348213271145,5.78905160332878
20150721,"MCE2000","Apithecia sp.",10,0.829898888888889,12.341,12.245,13.98,11.11,0.910987864292873,7.38179940274591,0.542590476190476,9.16285714285714,9.55,9.91,8.26,0.736607409812362,8.03905810521754
20150720,"MCE1000","Callopistria delicata",17,5.17118380952381,13.7513333333333,13.12,21.44,10.74,2.27402370469699,16.5367506522785,9.15898161764706,12.3223529411765,11.52,23.56,9.85,3.0263809439076,24.5600897682018
20150720,"MCE0750","Callopistria delicata",30,0.680273384615384,12.0757692307692,11.955,13.74,10.47,0.82478687223754,6.83009799604295,0.822080541871921,10.6165517241379,10.56,13.07,8.88,0.906686573117702,8.5403113617037
20150721,"MCE0500","Callopistria delicata",37,0.636642613636363,12.1236363636364,12.09,14.51,10.82,0.797898874317017,6.58134944322675,0.622862857142857,10.2933333333333,10.495,11.95,9,0.789216609773804,7.66725980997867
20150722,"MCE1000","Callopistria delicata",12,0.67649696969697,13.0966666666667,13.075,14.55,11.96,0.822494358459053,6.28018089940738,1.03660227272727,11.0575,11.46,12.29,9.38,1.01813666701837,9.20765694793912
20150720,"MCE1000","Catocala dejeani owadai",12,0.987190151515151,31.8258333333333,31.54,33.72,30.57,0.993574431794192,3.12191175447888,2.29881818181818,27.98,27.475,30.83,26.52,1.51618540482956,5.41881845900487
20150721,"MCE2000","Chloroclystis blanda",16,0.701123809523809,11.6233333333333,11.62,13.6,10.22,0.83733136184178,7.20388323924674,0.704347802197802,7.31357142857143,7.12,9.02,6.35,0.839254313183913,11.4753006978951
20150723,"MCE2500","Chloroclystis blanda",10,0.620978888888888,11.913,12.215,13.1,10.64,0.788022137308901,6.61480850590868,0.868061111111111,7.16888888888889,7.51,8.12,5.58,0.931697972044112,12.9964069255998
20150720,"MCE2000","Chrysorabdia taiwana",26,0.950355666666667,21.4716,21.42,24.06,20.08,0.974861870557397,4.54023859683208,2.001419,16.4176,16.49,18.61,11.62,1.41471516567824,8.61706440453073
20150721,"MCE2000","Chrysorabdia taiwana",10,2.04545,21.975,22.385,24.69,19.96,1.43019229476319,6.5082698282739,1.64082777777778,16.215,16.34,17.93,13.89,1.28094799963846,7.8997718139899
20150722,"MCE2000","Chrysorabdia taiwana",10,1.45413444444445,21.863,21.87,23.76,19.72,1.20587497048593,5.51559699257161,1.42046964285714,15.56125,15.83,16.9,13.61,1.19183457025593,7.65898992854644
20150722,"MCE1000","Corgatha sp. nov.",12,0.312353787878788,8.01083333333333,7.95,9.14,7.08,0.558886202977662,6.97663001740553,0.360584090909091,6.5625,6.575,7.47,5.57,0.600486545152421,9.15027116422737
20150723,"MCE1750","Cyana hamata",37,0.687086636636636,18.1454054054054,18.28,19.65,16.33,0.828906892622227,4.56813652879478,2.66702852852853,13.1021621621622,12.88,15.87,10.26,1.63310395521183,12.4643851526131
20150721,"MCE1500","Cyana sp. nr. subalba",39,0.71365311827957,17.7825806451613,17.63,19.39,16.02,0.844779922985608,4.7506036375855,1.4103677462888,12.4417948717949,12.56,14.81,10.62,1.18758904773023,9.54515855604127
20150722,"MCE1500","Cyana sp. nr. subalba",50,0.763232653061224,17.826,17.945,19.67,14.73,0.873631875025874,4.90088564470927,4.56848644581633,12.22609,12.015,15.64,0.0545,2.13740179793513,17.482300538726
20150722,"MCE1750","Cyana sp. nr. subalba",38,0.450336059743954,16.9986842105263,16.95,18.58,14.57,0.671070830646031,3.94778103019571,1.84709822190612,12.8613157894737,12.625,15.86,10.82,1.35907991740961,10.5671918772257
20150724,"MCE1750","Cyana sp. nr. subalba",28,0.545437433862434,17.3382142857143,17.36,18.48,15.92,0.738537361182516,4.25959299505849,1.44794537037037,13.3225,13.315,15.41,10.48,1.20330601692602,9.03213373560535
20150720,"MCE1500","Cyana sp. nr. subalba",12,0.712737777777778,17.666,17.635,18.72,16.13,0.844237986457479,4.77888591903928,3.52860833333333,13.9941666666667,13.755,18.55,11.72,1.87845903158236,13.4231574935916
20150723,"MCE3000","Diarsia arenosoides",13,0.709108974358974,17.6661538461538,17.76,18.71,15.61,0.842086084886204,4.76666337347411,1.16414102564103,15.5692307692308,15.66,16.88,13.29,1.0789536716843,6.93003840508689
20150722,"MCE1500","Eilema sp.",14,7.17380659340659,17.0628571428571,17.72,19.9,10.02,2.67839627266142,15.6972320065556,4.88945934065934,12.2114285714286,12.195,18.46,7.46,2.21121218806774,18.1077273239053
20150723,"MCE1750","Epobeidia lucifera extranigricans",40,10.079281474359,32.06575,32.655,40.02,21.87,3.17478841410872,9.90087059903081,14.3448845512821,26.91025,27.54,34.09,21.18,3.78746413201261,14.0744293791868
20150723,"MCE1750","Euproctis purpureofasciata",11,2.41487636363636,14.3981818181818,14.14,17.41,12.56,1.55398724693492,10.7929408487714,1.06992,10.39,10.23,12.33,9.26,1.03436937309648,9.95543188735782
20150724,"MCE1750","Euproctis purpureofasciata",13,0.966328571428571,13.4457142857143,13.23,14.99,12.25,0.983020127682323,7.31102942390168,0.298299242424243,10.0091666666667,10.095,10.82,8.91,0.546167778639717,5.45667583354975
20150721,"MCE0500","Euproctis taiwana",17,0.338317142857143,9.568,9.57,10.75,8.83,0.58165036134876,6.07912166961496,0.212426666666667,8.14866666666667,8.2,8.9,7.33,0.460897674833218,5.65611152949216
20150720,"MCE2000","Ghoria bani",26,1.78357553846154,18.6734615384615,18.905,21.24,16.53,1.33550572385952,7.15189158211932,0.896427846153846,13.6496153846154,13.54,15.4,11.76,0.946798735821846,6.93644992289667
20150721,"MCE2000","Ghoria bani",24,0.712150543478261,18.00875,17.815,20.5,16.93,0.843890125240402,4.68600055662054,0.69786884057971,13.4508333333333,13.625,14.71,11.84,0.835385444318795,6.21065939645966
20150721,"MCE2500","Ghoria bani",37,1.31196306306306,17.9962162162162,17.84,20.27,15.35,1.14540956127625,6.36472438158493,1.12355260504202,13.6934285714286,13.56,16.14,11.84,1.05997764365199,7.74077608192032
20150722,"MCE2500","Ghoria bani",31,1.46786580645161,17.4348387096774,17.22,19.96,15.32,1.21155511903157,6.94904690089898,0.949584022988506,13.2143333333333,13.225,14.53,10.31,0.974466019411916,7.37431087010506
20150721,"MCE2000","Hesudra divisa",16,1.72545166666667,18.11375,18.045,20.24,16.14,1.31356448896378,7.25175344124644,0.913425,13.55875,13.785,14.88,11.81,0.955732703217798,7.04882605858061
20150722,"MCE1250","Hesudra divisa",15,1.48785238095238,17.5666666666667,17.87,19.19,15.27,1.21977554531659,6.9436938063563,0.544855238095238,14.2153333333333,14.13,15.66,13.26,0.738143101366692,5.1925838392817
20150723,"MCE1750","Hesudra divisa",15,0.711635238095238,17.4706666666667,17.12,19.3,16.41,0.843584754541734,4.82857792800352,0.977920952380952,12.5206666666667,12.73,13.46,9.58,0.98889885851939,7.89813262221972
20150720,"MCE2000","Heterothera sororcula",23,0.648890118577075,16.3291304347826,16.45,17.71,14.54,0.805537161512164,4.93312956699944,0.572760079051383,12.1665217391304,12.28,13.91,10.76,0.756809143081255,6.22042321797837
20150721,"MCE2000","Heterothera sororcula",14,0.224576373626374,16.3292857142857,16.25,17.03,15.57,0.473894897236058,2.90211651340922,11.5878201538462,11.741,12.47,13.68,0.064,3.40408874059507,28.9931755437788
20150721,"MCE2500","Heterothera sororcula",11,0.789296363636364,14.5318181818182,14.78,15.65,13.01,0.888423527174041,6.11364328990582,1.0881,11.5,11.31,13.74,10.39,1.04312031904282,9.07061146993759
20150722,"MCE2500","Heterothera sororcula",18,1.42390065359477,16.0977777777778,16.06,19.65,13.19,1.19327308424969,7.41265720475374,0.718751470588235,12.0852941176471,11.85,14.13,11.08,0.847792115195839,7.01507226007752
20150722,"MCE2250","Heterothera sororcula",13,0.468418181818182,15.53,15.49,16.56,14.46,0.684410828244397,4.40702400672503,1.20229102564103,11.7107692307692,11.76,13.81,9.87,1.09649032172702,9.36309391910883
20150723,"MCE2250","Heterothera sororcula",28,0.716835978835979,14.7328571428571,14.945,15.92,12.98,0.846661667276828,5.74675814112072,0.693099867724868,11.4996428571429,11.49,13.46,9.95,0.832526196419589,7.23958306150765
20150723,"MCE2500","Heterothera sororcula",56,0.456288798701299,15.1594642857143,15.2,16.59,13.73,0.675491523781978,4.45590629754995,0.551831761006289,11.9527777777778,12.045,13.51,10.42,0.742853795175261,6.21490509558666
20150724,"MCE2250","Heterothera sororcula",21,0.981086190476191,15.8247619047619,15.66,17.9,13.43,0.990497950768294,6.25916495129218,1.37412904761905,12.202380952381,11.98,16.78,11.02,1.17223250578503,9.60658834009195
20150720,"MCE1000","Hypocala subsatura",15,2.16269714285714,18.574,18.22,21.89,16.54,1.47061114604002,7.91757912156789,1.39942857142857,20.21,20.08,23.06,18,1.18297445933062,5.85341147615348
20150722,"MCE1500","Hypochrosis rufescens",22,2.5615803030303,15.2322727272727,15.265,19.09,10.22,1.60049376850718,10.5072552019211,0.617554112554112,11.2127272727273,11.085,14.04,10.22,0.785846112514475,7.00851892140362
20150723,"MCE1750","Hypochrosis rufescens",23,1.85773517786561,14.8452173913043,14.57,18.19,12.62,1.36298759270421,9.18132457597141,0.26633557312253,10.4508695652174,10.4,11.4,9.51,0.516077099978801,4.93812593065375
20150724,"MCE1750","Hypochrosis rufescens",24,2.14444619565217,15.77125,15.59,19.04,13.14,1.4643927736957,9.28520423996637,0.458802717391304,11.54875,11.475,13.02,10.4,0.677349774777629,5.86513496939174
20150720,"MCE0750","Iragaodes nobilis",23,0.698814718614719,12.4663636363636,12.455,13.94,10.08,0.835951385317782,6.70565539159601,0.456632806324111,10.9365217391304,11.23,11.79,9.58,0.675746110846456,6.17880279457282
20150721,"MCE0500","Iragaodes nobilis",20,0.359311695906433,12.1931578947368,12.08,13.16,11.25,0.59942613882482,4.9160860869649,0.885026315789474,10.305,10.07,12.09,9.08,0.940758372691667,9.12914481020541
20150722,"MCE0750","Iragaodes nobilis",12,0.635565555555555,12.749,12.82,13.79,11.73,0.797223654663831,6.25322499540224,0.669245454545455,11.285,11.245,12.59,9.76,0.818074235351202,7.2492178586726
20150722,"MCE1500","Kailasha effracta",10,0.548382222222222,13.654,13.42,15.4,12.71,0.740528339918347,5.42352673149514,0.503912222222222,10.177,10.315,11.06,8.96,0.709867749811345,6.97521617187132
20150722,"MCE1750","Kailasha effracta",17,1.01848897058824,13.0047058823529,12.96,15.64,10.91,1.00920214555273,7.76028427465009,0.431594117647059,10.5576470588235,10.43,11.49,9.35,0.65695823128039,6.22258186525888
20150723,"MCE1750","Kailasha effracta",12,0.382493181818182,13.6375,13.665,14.88,12.66,0.618460331644789,4.53499784890771,1.0222446969697,10.6491666666667,10.485,12.52,9.06,1.011061173703,9.49427504846706
20150724,"MCE1750","Kailasha effracta",18,0.2964,13,12.895,14.19,12.4,0.544426303552648,4.18789464271268,0.157766666666667,10.3866666666667,10.34,11.31,9.73,0.397198522991547,3.82411928425751
20150720,"MCE2000","Katha sp_small_yellow",24,0.14001286231884,13.4304166666667,13.475,14.2,12.63,0.374182926279167,2.78608576015264,0.326695652173913,8.825,8.715,10.42,7.8,0.571572963123618,6.47674745749142
20150721,"MCE2500","Katha sp_small_yellow",20,0.344731578947369,14.065,14.055,15.25,12.6,0.587138466588052,4.174464746449,0.776798245614035,9.51736842105263,9.47,11.27,7.99,0.881361586191522,9.26055971776747
20150721,"MCE2000","Katha sp_small_yellow",10,0.491161111111111,13.755,13.665,14.99,12.71,0.70082887434174,5.09508450993632,0.109248888888889,8.994,8.985,9.6,8.49,0.330528196813659,3.67498551049209
20150722,"MCE2500","Katha sp_small_yellow",19,0.242653801169591,13.7873684210526,13.96,14.43,12.95,0.492599026764762,3.57282848852133,0.20635294117647,9.13333333333333,9.09,9.89,8.14,0.454260873481825,4.97365919870611
20150724,"MCE2250","Katha sp_small_yellow",14,0.149347802197802,13.1464285714286,13.305,13.72,12.22,0.386455433650249,2.93962296718473,0.412448901098901,9.05785714285714,9.165,10.12,7.76,0.642221847260665,7.09021832793101
20150720,"MCE1500","Lassaba parvalbidaria parvalbidaria",34,1.02265057471264,24.3133333333333,24.52,26.69,22.26,1.01126187247055,4.15928930273053,1.50561850574713,18.2943333333333,18.28,20.38,15.1,1.2270364728675,6.70719424703918
20150721,"MCE1500","Lassaba parvalbidaria parvalbidaria",29,5.54244764492754,24.3604166666667,24.92,28.58,17.31,2.35424035411161,9.66420396796007,5.92996798029557,18.0241379310345,18.16,24.88,13.88,2.43515255790999,13.5105077825502
20150721,"MCE1250","Lassaba parvalbidaria parvalbidaria",13,2.06243333333333,25.2216666666667,25.55,27.95,22.17,1.43611745109282,5.69398315374143,1.25120769230769,19.0392307692308,19.12,20.77,17.03,1.118573954778,5.87510056648781
20150722,"MCE2000","Lassaba parvalbidaria parvalbidaria",44,2.33687653276956,24.4345454545455,24.295,27.64,19.04,1.52868457595724,6.25624314886881,3.71665850951374,18.3970454545455,18.78,24.72,14.57,1.92786371653023,10.4792028768614
20150722,"MCE1250","Lassaba parvalbidaria parvalbidaria",15,2.71356727272727,24.4145454545455,24.18,27.5,21.13,1.64729088892256,6.74717000973643,2.58952095238095,19.1273333333333,18.96,23.82,16.29,1.60919885420695,8.41308522292852
20150723,"MCE1750","Lassaba parvalbidaria parvalbidaria",17,1.78756397058823,24.8352941176471,25.24,28.08,22.6,1.33699811914162,5.38345997759535,2.87784705882353,18.4370588235294,18.82,20.98,14.64,1.6964218398805,9.20115218006204
20150724,"MCE1750","Lassaba parvalbidaria parvalbidaria",24,1.83847807971014,24.9945833333333,24.835,28.07,22.53,1.355904893313,5.4247949454902,1.40547753623188,18.5741666666667,18.695,20.26,16.22,1.18552837850128,6.38267331060856
20150722,"MCE1750","Lassaba parvalbidaria parvalbidaria",19,0.960470175438597,23.3257894736842,23.08,25.03,21.68,0.98003580314119,4.20151182555622,1.77639883040936,17.7389473684211,18.06,19.71,15.44,1.33281612775707,7.5135017883291
20150721,"MCE0500","Lithosiinae sp._seasome spots",10,0.190802777777778,7.82555555555556,7.72,8.5,7.25,0.436809772987942,5.58183722404016,0.227845555555556,6.337,6.39,7.04,5.38,0.477331703907833,7.53245548221293
20150722,"MCE0750","Lyclene acteola",19,0.401494152046784,9.02947368421053,9.06,10.47,8.02,0.633635661912099,7.01741523451264,0.531072222222222,6.58611111111111,6.78,7.76,5.05,0.728747022101787,11.0649062824396
20150722,"MCE1750","Lyclene acteola",40,0.398598974358974,12.116,12.125,13.21,10.81,0.631346952442929,5.21085302445468,0.609865718349929,8.77789473684211,8.62,10.79,7.41,0.780938997841655,8.8966548500968
20150722,"MCE0250","Lyclene sp.",36,0.811778966131907,8.23705882352941,8.08,11.45,6.7,0.900987772465258,10.938221903813,0.520689411764706,6.354,6.36,7.8,5.05,0.721588117810088,11.356438744257
20150720,"MCE1500","Lyclene sp.",14,0.247044444444444,10.8422222222222,11.02,11.49,9.99,0.497035657115709,4.58426000619121,0.696384090909091,7.7275,7.79,8.69,5.8,0.834496309703698,10.7990463889188
20150721,"MCE1500","Lyclene sp. 1",20,0.900110263157895,11.2305,11.215,13.05,9.01,0.948741410057501,8.44790000496417,0.881950263157895,7.6935,7.575,9.38,5.89,0.939122070424231,12.2066948778089
20150722,"MCE1500","Lyclene sp. 1",82,0.767733830171635,11.9991463414634,11.935,17.67,10.56,0.876204217161522,7.30222127664008,0.576407579113924,8.078875,8.1,9.8,6.84,0.759215107274562,9.39753501910305
20150723,"MCE1750","Lyclene sp. 1",29,0.327854187192118,11.9855172413793,12.02,13.21,10.98,0.572585528276884,4.77731179010001,0.504377832512315,8.16275862068965,7.97,9.81,7.02,0.710195629747406,8.70043649149831
20150722,"MCE1500","Lyclene sp. 2",17,0.497425,9.34,9.31,10.76,7.7,0.70528363088902,7.5512166048075,0.667913970588235,6.81470588235294,6.98,8.14,5.36,0.817260038536227,11.9925944368717
20150722,"MCE1250","Lyclene yimingcheni",15,0.406484444444444,11.322,11.435,12.27,9.88,0.637561326026324,5.63117228428125,0.626955238095238,7.63466666666667,7.39,9.59,6.76,0.79180505056184,10.371180368868
20150724,"MCE1750","Lyclene yimingcheni",34,0.244862121212121,11.305,11.27,12.73,10.2,0.494835448621177,4.37713797984234,0.238709893048128,8.19852941176471,8.22,9.26,7.02,0.488579464415082,5.95935490228262
20150721,"MCE2000","Lymantria monacha",10,2.61835111111111,22.318,22.005,25.11,20.37,1.61813198198142,7.25034493225835,3.42885444444444,17.761,17.605,21.22,15.03,1.85171662098833,10.425745290177
20150722,"MCE2000","Lymantria monacha",11,1.29602545454546,21.9736363636364,21.46,23.96,20.7,1.13843113737523,5.18089549920463,2.52818,19.31,19.31,21.75,17.38,1.59002515703369,8.23420588831531
20150720,"MCE1500","Lymantria monacha",20,9.00846944444445,23.9877777777778,23.45,31.6,21.21,3.00141124214001,12.5122521558479,6.40970815789474,19.6915,19.015,27.27,16.72,2.53174014422783,12.8570202586285
20150722,"MCE2000","Metaemene hampsoni",15,0.546702857142857,11.592,11.58,13.16,10.62,0.739393573912336,6.37848148647633,0.41865,7.61,7.91,8.14,6.67,0.64703168392282,8.50238743656794
20150722,"MCE1750","Metaemene hampsoni",38,0.427722332859175,11.8842105263158,11.79,13.42,10.48,0.654004841617533,5.5031408284912,0.32117667140825,8.40263157894737,8.41,9.17,6.54,0.566724511035344,6.74460739722615
20150723,"MCE1750","Metaemene hampsoni",14,0.340679670329671,12.3378571428571,12.255,13.71,11.54,0.583677711009827,4.73078675049938,0.478261538461538,8.25,8.185,9.56,6.83,0.691564558419197,8.38260070811148
20150724,"MCE1750","Metaemene hampsoni",30,0.486186206896552,12.14,12.11,13.29,10.55,0.697270540677398,5.74357941249916,0.232039655172414,7.935,7.995,8.96,6.87,0.481704946178066,6.07063574263474
20150721,"MCE2000","Miltochrista karenkensis",13,0.29063076923077,15.7984615384615,15.78,16.71,14.93,0.539101817128054,3.41236908299966,0.806702564102564,10.8576923076923,10.79,12.19,9.35,0.898166222980226,8.27216500088057
20150722,"MCE1500","Miltochrista karenkensis",11,0.606429090909091,15.9309090909091,16.2,16.93,14.64,0.7787355718786,4.88820548428704,0.477296363636364,10.6018181818182,10.48,11.64,9.77,0.690866386240034,6.51648966612963
20150722,"MCE2000","Miltochrista karenkensis",12,1.85122651515152,15.8891666666667,15.775,19.64,14.48,1.36059785210455,8.56305356126009,1.06706944444444,10.5077777777778,10.27,11.91,9.11,1.03299053453768,9.8307230737434
20150722,"MCE1750","Miltochrista karenkensis",12,0.565360606060606,14.8383333333333,14.87,16.32,13.4,0.7519046522403,5.06731204475098,0.818061818181818,10.5472727272727,10.86,11.68,8.8,0.904467698805114,8.57537035584921
20150721,"MCE2000","Miltochrista taiwana",11,1.76984444444444,14.71,14.81,16.81,11.69,1.33035500692276,9.04388176018188,1.20278545454545,10.5163636363636,10.52,11.89,7.67,1.09671575831911,10.4286595275849
20150720,"MCE3250","Mythimna lishana",20,0.491910526315789,15.655,15.585,17.47,14.75,0.701363334025802,4.4801235006439,0.344335789473684,13.129,13.23,14.46,11.89,0.586801320272615,4.46950506719945
20150722,"MCE3250","Mythimna lishana",16,1.16411833333333,16.00375,16.19,17.48,13.84,1.07894315574702,6.7418146106195,2.9598,13.28,13.04,16.23,10.12,1.7204069286073,12.9548714503562
20150722,"MCE3000","Mythimna lishana",21,0.704605,17.1845,17.135,18.82,15.89,0.839407529153748,4.88467822254792,0.648819047619048,12.3209523809524,12.29,14.23,10.92,0.80549304628845,6.53758752881559
20150723,"MCE3000","Mythimna lishana",63,0.503864055299539,17.4514285714286,17.52,19.12,16.15,0.709833822313039,4.06748260984878,1.02803860391327,14.3967741935484,14.515,16.38,12.07,1.01392238554698,7.04270534437739
20150724,"MCE3000","Mythimna lishana",32,0.416044758064516,17.069375,17.005,18.07,16.04,0.645015316147234,3.77878695703407,0.82222247983871,13.8196875,13.705,16.07,11.54,0.906764842634908,6.56139903767656
20150721,"MCE0500","Nudaria ranruna",11,0.0846763636363636,8.00818181818182,8.01,8.55,7.4,0.290992033630413,3.63368415249693,0.175687272727273,5.72545454545455,5.73,6.41,4.92,0.419150656360303,7.32082759600402
20150722,"MCE1500","Nudaria ranruna",30,0.456736091954023,9.88133333333333,9.915,11.02,7.98,0.675822529924848,6.83938601327265,0.453366995073891,6.56206896551724,6.58,8.33,5.28,0.673325326327394,10.2608693975273
20150722,"MCE0750","Nudaria ranruna",37,0.774624705882353,8.204,8.13,12.57,7.03,0.880127664536431,10.7280310158024,0.846949099099099,5.89810810810811,5.71,10.22,4.86,0.920298375038824,15.6032808855045
20150722,"MCE1250","Nudaria ranruna",53,1.50565579831933,9.34971428571429,9.43,10.97,6.03,1.22705166896889,13.1239482990805,0.848469490196079,6.23490196078431,6.01,9.31,5.04,0.921124036270946,14.773673139763
20150722,"MCE1000","Nudaria ranruna",10,0.491248888888889,9.314,9.28,10.47,8.15,0.700891495802945,7.52513952977179,0.492621428571429,5.9825,5.95,7.26,4.89,0.701869951323911,11.7320510041606
20150722,"MCE1750","Nudaria ranruna",12,0.199896969696969,9.57666666666667,9.545,10.42,8.96,0.447098389280223,4.6686222340434,0.204608333333333,6.27916666666667,6.17,7.09,5.58,0.452336526640656,7.20376684762824
20150724,"MCE1750","Nudaria ranruna",24,0.32102536231884,9.31583333333333,9.16,10.95,8.46,0.566591000915864,6.08202165756362,0.350389826839827,6.08227272727273,6.22,7.1,5.13,0.591937350434847,9.73217376097947
20150722,"MCE1500","Parobeidia gigantearia marginifascia",10,1.42789,39.753,39.785,41.33,37.67,1.19494351330931,3.00592034138131,10.66021,32.209,32.86,36.65,25.89,3.26499770290884,10.1369111208322
20150723,"MCE1750","Parobeidia gigantearia marginifascia",13,0.508073076923078,41.1430769230769,41.41,42.14,39.51,0.712792450102467,1.73247239489438,17.7187858974359,33.4123076923077,34.37,40.38,26.46,4.20936882411555,12.5982582911645
20150720,"MCE2000","Rikiosatoa fucataria",10,1.23421777777778,19.858,20.105,21.41,17.8,1.11095354438328,5.59448859091189,0.424373333333333,13.632,13.37,15.15,13.06,0.651439431822586,4.77875170057648
20150722,"MCE2500","Rikiosatoa fucataria",12,0.977717424242425,20.2191666666667,20.13,21.64,17.93,0.988795946716219,4.89038921839617,2.06178181818182,13.56,13.945,15.34,10.77,1.43589060104933,10.5891637245526
20150723,"MCE2500","Rikiosatoa fucataria",11,1.58912,21.39,21.42,22.69,18.22,1.26060303029939,5.89342230153992,1.72125444444444,15.349,15.065,18.15,13.87,1.31196587015229,8.54756577074914
20150722,"MCE1500","Stigmatophora karenkonis",12,0.222565909090909,15.1675,15.13,15.98,14.5,0.471768914926481,3.11039337350573,0.421060606060606,12.3433333333333,12.27,13.48,11.22,0.648891829244756,5.25702265118625
20150724,"MCE1750","Syntypistis cyanea cyaena",10,1.00539444444444,18.5922222222222,19.05,19.79,16.8,1.00269359449657,5.39308094810799,1.49242777777778,17.385,17.715,18.84,15.12,1.22164961334164,7.02703257602324
20150720,"MCE1000","Tiracola plagiata",11,1.30234181818182,27.2727272727273,26.85,29.16,25.54,1.14120191823438,4.18440703352604,3.07082181818182,26.9072727272727,27.23,29.23,24.12,1.75237604930615,6.51264833514684
20150720,"MCE1500","Uropyia meticulodina",10,0.796714285714287,24.5414285714286,24.65,25.8,23.3,0.892588531023274,3.63706834924205,1.78638222222222,20.084,19.895,22.1,18.18,1.33655610515317,6.65483023876307
20150721,"MCE1500","Uropyia meticulodina",18,2.99785535714286,25.57625,26.17,26.85,21.5,1.73143159181726,6.76968512513469,2.60126928104575,20.9011111111111,20.785,24.51,17.47,1.61284508897964,7.71655191155005
20150720,"MCE1000","Westermannia elliptica elliptica",12,1.39853636363636,17.1018181818182,17.13,19.11,14.95,1.1825972956321,6.91503840737462,1.96929924242424,15.1458333333333,15.105,17.98,12.66,1.40331722800807,9.26536821793496
20150721,"MCE0500","Westermannia elliptica elliptica",12,0.135625,15.6766666666667,15.76,16.35,15.14,0.368272996566406,2.34917922538639,1.01676181818182,14.1972727272727,14.53,15.67,12.67,1.00834608056055,7.10239283227638
20150722,"MCE1000","Westermannia elliptica elliptica",11,1.15326222222222,16.642,16.84,18.04,14.19,1.07390047128317,6.45295319843272,1.57691636363636,15.5218181818182,15.82,17.23,13.26,1.25575330524604,8.09024619755563
