"Coll_date","Species","count","w_var","w_mean","w_median","w_max","w_min","w_sd","w_cv","b_var","b_mean","b_median","b_max","b_min","b_sd","b_cv"
20150722,"Abraxas persimplex",19,1.59992573099415,19.7957894736842,19.66,22.67,17.88,1.26488170632441,6.38965022337653,0.82113567251462,13.2036842105263,12.97,14.77,11.35,0.906165367090698,6.86297364161648
20150724,"Abraxas persimplex",21,1.55909904761905,19.4990476190476,19.66,22.22,17.27,1.24863887798636,6.40358904896788,0.730254761904762,13.0261904761905,13.01,14.44,11.5,0.854549449654472,6.56024070288573
20150720,"Abraxas tenellula",23,1.94391739130435,19.7391304347826,20.01,21.97,15.28,1.3942443800512,7.06335258616245,0.570268398268398,13.4727272727273,13.445,14.89,12.38,0.755161173702938,5.60510992627012
20150723,"Abraxas tenuisuffusa",14,1.3473478021978,18.3235714285714,17.9,20.94,16.58,1.16075311853891,6.33475369724583,0.329381818181818,12.13,11.92,13.14,11.36,0.573917954225008,4.73139286253098
20150722,"Acosmetia chinensis",14,0.548852747252747,14.4028571428571,14.555,15.27,12.91,0.740845967291952,5.14374307780565,1.27207252747253,12.5042857142857,12.23,14.87,10.57,1.12786192748604,9.0198029160314
20150723,"Alcis taiwanensis",14,1.34085274725275,20.6771428571429,20.54,22.7,18.41,1.15795196241154,5.6001545784723,2.70997582417582,15.1271428571429,15.7,17.16,11.58,1.6462004204154,10.8824279373952
20150724,"Alcis taiwanensis",10,0.808543333333333,20.139,20.215,21.52,18.63,0.899190376579583,4.46492068414312,1.27689,14.387,14.15,16.04,12.97,1.12999557521258,7.85428216593157
20150720,"Alcis taiwanovariegata",19,1.58842651515151,17.8708333333333,17.83,20.33,16.08,1.26032793952666,7.05242959865699,1.07671764705882,14.6033333333333,14.76,16.75,12.65,1.03765006001967,7.10556991567909
20150721,"Alcis taiwanovariegata",25,2.13813602941176,17.4188235294118,16.94,20.29,14.9,1.46223665301201,8.39457757031074,9.72672302373333,13.329704,13.63,16.1,0.0726,3.11876947268203,23.3971397465542
20150722,"Alcis taiwanovariegata",52,1.13017435897436,17.1546153846154,17.185,19.8,14.66,1.063096589673,6.19714616642706,1.49949004524887,14.2303846153846,14.18,17.3,11.38,1.22453666553879,8.60508481418651
20150723,"Alcis taiwanovariegata",34,0.882457397504456,17.2017647058824,17.225,18.95,15.21,0.939392036108704,5.46102130897923,1.88305748663102,13.9402941176471,14.14,15.99,11.55,1.37224541778467,9.8437336128191
20150720,"Ambulyx kuangtungensis",12,0.788632222222222,36.629,36.54,37.9,35.49,0.888049673285353,2.42444421984044,4.18871136363637,32.8825,32.52,36.6,30.08,2.04663415481037,6.22408318957005
20150721,"Ambulyx kuangtungensis",16,1.04374505494506,35.4328571428571,35.555,37.13,33.4,1.02163841692893,2.88330803471456,3.478105,31.70375,31.68,35.89,29.02,1.86496782814074,5.88248339121001
20150722,"Ambulyx kuangtungensis",10,6.21356999999999,35.382,34.31,38.58,32.67,2.49270335178496,7.04511715500809,6.57864888888889,31.426,31.11,37.37,27.87,2.56488769518061,8.16167407618089
20150722,"Apithecia sp.",11,0.266719444444445,12.9777777777778,12.98,13.52,11.95,0.516448878829691,3.97948622385892,0.340027777777777,9.61555555555556,9.77,10.62,8.56,0.583119008245982,6.06432987544931
20150721,"Apithecia sp.",10,0.829898888888889,12.341,12.245,13.98,11.11,0.910987864292873,7.38179940274591,0.542590476190476,9.16285714285714,9.55,9.91,8.26,0.736607409812362,8.03905810521754
20150720,"Asota heliconia zebrina",19,1.59836900584795,30.2036842105263,29.92,32.83,28.07,1.26426619263823,4.18580125466156,3.96742456140351,24.3636842105263,24.11,28.4,21.18,1.99183949187767,8.17544454552198
20150722,"Asota heliconia zebrina",20,2.48840643274854,29.6778947368421,30.04,32.15,26.72,1.57746836188512,5.31529738168003,3.44998187134503,22.6247368421053,22.61,27.73,19.53,1.85741268202439,8.20965430443236
20150723,"Asota heliconia zebrina",10,0.860756666666665,29.057,28.99,30.58,27.35,0.927769727177313,3.19293019643223,5.68241777777778,22.422,21.945,26.81,19.71,2.38378224210555,10.6314434131904
20150720,"Callopistria delicata",48,2.87918164924506,12.6552380952381,12.66,21.44,10.47,1.69681514881411,13.408006519076,4.51089232192414,11.1910638297872,10.91,23.56,8.62,2.12388613676067,18.9784114277637
20150721,"Callopistria delicata",42,0.56595227596017,12.1186842105263,12.125,14.51,10.82,0.752297996780644,6.20775311668899,0.574794512195122,10.3517073170732,10.57,11.95,9,0.7581520376515,7.32393231791893
20150722,"Callopistria delicata",34,0.633496305418719,12.5703448275862,12.37,14.55,11.39,0.795924811410424,6.33176593265548,0.843161290322581,10.56,10.49,12.29,8.92,0.918238144667591,8.69543697601886
20150720,"Callopistria phaeogona",10,0.628725,14.0466666666667,14.36,15.02,12.63,0.792921812034453,5.64491085928656,1.17393777777778,13.736,13.955,15.97,11.98,1.08348409207417,7.88791563828018
20150720,"Catocala dejeani owadai",16,0.87607625,31.756875,31.54,33.72,30.47,0.935989449726865,2.94736005896948,2.09483958333333,27.904375,27.475,30.83,26.52,1.44735606653419,5.18684280344639
20150722,"Catocala dejeani owadai",10,13.7216361111111,30.7688888888889,32.21,33.29,21.58,3.70427268314728,12.0390199871174,6.97711111111112,27.83,26.665,34.27,25.91,2.64142217585738,9.49127623376707
20150721,"Chloroclystis blanda",18,0.81106625,11.524375,11.585,13.6,10.04,0.900592166299485,7.81467252063114,0.826238333333333,7.17875,6.93,9.02,5.46,0.908976530683457,12.6620446551761
20150722,"Chloroclystis blanda",17,1.0434,11.0766666666667,11.28,12.55,9.53,1.02146952964834,9.22181338833891,0.540102777777778,7.88444444444444,7.96,9.1,6.84,0.734916850927898,9.32109872935609
20150723,"Chloroclystis blanda",18,1.54337124183007,11.3077777777778,11.45,13.1,7.61,1.24232493407726,10.9864639940015,1.73085625,7.528125,7.61,11.22,5.58,1.315620100941,17.4760660980124
20150723,"Chloroclystis rubroviridis",12,0.35242,11.03,11.31,11.69,9.73,0.593649728375243,5.38213715662052,0.647973333333333,7.848,8.06,8.95,5.87,0.804967908263015,10.2569815018223
20150720,"Chrysorabdia taiwana",26,0.950355666666667,21.4716,21.42,24.06,20.08,0.974861870557397,4.54023859683208,2.001419,16.4176,16.49,18.61,11.62,1.41471516567824,8.61706440453073
20150721,"Chrysorabdia taiwana",16,1.34029958333333,21.910625,22.02,24.69,19.96,1.15771308333858,5.2837976248445,2.04696291666667,16.891875,17.18,19.3,13.89,1.43072111771186,8.46987748673168
20150722,"Chrysorabdia taiwana",24,0.930334601449277,21.5704166666667,21.76,23.76,19.72,0.964538543267855,4.47158048995123,1.16547034632035,16.2531818181818,16.345,17.93,13.61,1.07956951898446,6.64220416076802
20150722,"Corgatha sp. nov.",13,0.296807692307692,8.03923076923077,7.96,9.14,7.08,0.54480059866679,6.77677522023564,0.354016666666667,6.52,6.55,7.47,5.57,0.59499299715767,9.12565946560843
20150722,"Cosmia exigua",11,1.51561,17.029,17.16,18.91,15.11,1.23110113313245,7.22943879929796,1.68064,13.778,14.445,15.05,11.17,1.2963950015331,9.4091667987596
20150723,"Cyana hamata",38,1.16771557610242,18.0307894736842,18.27,19.65,13.79,1.08060889136746,5.99313132098072,2.68136593172119,13.0544736842105,12.795,15.87,10.26,1.6374876890289,12.5434983335211
20150721,"Cyana sp. nr. subalba",40,0.744049092741936,17.8234375,17.67,19.39,16.02,0.862582803411902,4.83959844116435,1.39574358974359,12.465,12.615,14.81,10.62,1.18141592580411,9.47786542963589
20150722,"Cyana sp. nr. subalba",93,0.82717587657784,17.5274193548387,17.59,19.67,14.57,0.909492098139308,5.1889675241223,3.39167982152875,12.5316612903226,12.24,15.86,0.0545,1.84165138436371,14.695987560611
20150724,"Cyana sp. nr. subalba",28,0.545437433862434,17.3382142857143,17.36,18.48,15.92,0.738537361182516,4.25959299505849,1.44794537037037,13.3225,13.315,15.41,10.48,1.20330601692602,9.03213373560535
20150720,"Cyana sp. nr. subalba",12,0.712737777777778,17.666,17.635,18.72,16.13,0.844237986457479,4.77888591903928,3.52860833333333,13.9941666666667,13.755,18.55,11.72,1.87845903158236,13.4231574935916
20150720,"Danielithosia sp.",13,0.869002777777778,8.71555555555556,8.68,10.71,7.62,0.932203184814222,10.695855001693,0.648081818181818,6.725,6.565,8.2,5.57,0.805035290022629,11.9707849817491
20150721,"Danielithosia sp. nov.",10,0.7305125,8.69625,8.815,10.03,7.38,0.854700239850206,9.82837705735468,0.213961111111111,6.61111111111111,6.66,7.18,5.91,0.462559305506992,6.99669537741669
20150722,"Diarsia arenosoides",15,1.53255428571429,18.126,18.37,20.2,15.52,1.23796376591332,6.82976810059207,2.58467307692308,14.8069230769231,15.08,17.44,11.27,1.60769184762599,10.8577037867619
20150723,"Diarsia arenosoides",18,0.593738888888889,17.5327777777778,17.655,18.71,15.61,0.770544540496452,4.39487998001716,1.17693235294118,15.4316666666667,15.335,16.88,13.29,1.08486513122193,7.03012289375914
20150724,"Diarsia arenosoides",13,1.16445641025641,17.1669230769231,17.04,19.08,15.04,1.07909981477916,6.28592444868443,0.560030769230769,14.7884615384615,14.88,16.11,13.42,0.748352035629468,5.06037787421747
20150722,"Eilema sp.",15,7.17380659340659,17.0628571428571,17.72,19.9,10.02,2.67839627266142,15.6972320065556,4.68065523809524,12.1146666666667,12.18,18.46,7.46,2.16348220193632,17.8583716866855
20150721,"Eligma narcissus",15,3.34178857142857,35.072,35.16,38.06,31.63,1.82805595412957,5.21229457723988,4.46434952380952,24.2673333333333,24.08,27.29,20.02,2.11290073685669,8.7067693340431
20150722,"Eligma narcissus",17,8.45156323529411,34.0258823529412,33.21,38.01,29.49,2.90715724295988,8.54395842789538,4.03371323529412,24.0758823529412,24.52,27.01,20.52,2.00841062417378,8.34200215274116
20150721,"Epobeidia lucifera extranigricans",11,4.70196,29.91,30.53,32.65,25.54,2.16840033204203,7.24975035788042,20.6813763636364,23.2581818181818,22.05,32.35,18.19,4.54767812885173,19.5530251005977
20150722,"Epobeidia lucifera extranigricans",19,2.37165789473684,31.9236842105263,31.89,34.44,29.5,1.54001879687777,4.82406349693802,11.7037983333333,25.40875,24.685,31,20.55,3.42108145669368,13.4641863794704
20150723,"Epobeidia lucifera extranigricans",45,9.57590070707071,31.9564444444444,32.56,40.02,21.87,3.09449522653869,9.68347787225952,13.6971613131313,26.6897777777778,26.6,34.09,20.64,3.70096761849267,13.8666108399529
20150720,"Euproctis baibarana",11,3.57146666666667,13.47,12.875,16.4,11.47,1.88983244407187,14.0299364816026,2.47340111111111,10.733,10.695,13.13,8.57,1.57270502991219,14.652986396275
20150721,"Euproctis baibarana",10,2.0619,12.615,12.91,13.84,10.8,1.43593175325292,11.3827328834952,1.97069888888889,10.921,10.535,13.66,8.63,1.40381583154233,12.8542792010103
20150722,"Euproctis purpureofasciata",21,6.80416842105263,15.3,14.085,20.18,12.37,2.60848009788318,17.0488895286482,7.51672201263158,10.2582526315789,10.47,13.35,0.0468,2.74166409551418,26.7264240215166
20150723,"Euproctis purpureofasciata",11,2.41487636363636,14.3981818181818,14.14,17.41,12.56,1.55398724693492,10.7929408487714,1.06992,10.39,10.23,12.33,9.26,1.03436937309648,9.95543188735782
20150724,"Euproctis purpureofasciata",13,0.966328571428571,13.4457142857143,13.23,14.99,12.25,0.983020127682323,7.31102942390168,0.298299242424243,10.0091666666667,10.095,10.82,8.91,0.546167778639717,5.45667583354975
20150721,"Euproctis taiwana",18,0.338317142857143,9.568,9.57,10.75,8.83,0.58165036134876,6.07912166961496,0.212426666666667,8.14866666666667,8.2,8.9,7.33,0.460897674833218,5.65611152949216
20150722,"Euproctis taiwana",18,2.27523958333333,10.935625,10.7,14.28,8.75,1.5083897319106,13.7933564099958,1.56248666666667,8.5725,8.49,10.64,6.56,1.24999466665529,14.5814484299246
20150722,"Gasterocome pannosaria orta",14,1.24004102564102,19.5307692307692,19.74,21.73,17.51,1.11357129347026,5.70162537026915,2.53005897435897,16.7538461538462,16.83,18.9,13.43,1.59061591038156,9.49403435948592
20150720,"Ghoria bani",26,1.78357553846154,18.6734615384615,18.905,21.24,16.53,1.33550572385952,7.15189158211932,0.896427846153846,13.6496153846154,13.54,15.4,11.76,0.946798735821846,6.93644992289667
20150721,"Ghoria bani",61,1.06020699453552,18.0011475409836,17.84,20.5,15.35,1.02966353462455,5.7199883078581,0.949821917007598,13.5947457627119,13.57,16.14,11.84,0.974588075551716,7.1688584145858
20150722,"Ghoria bani",47,2.07231221091582,17.8655319148936,17.65,21.34,15.32,1.43955278156649,8.05771016740009,0.992478805496829,13.1784090909091,13.185,15.23,10.31,0.996232304985553,7.55957944629893
20150723,"Ghoria bani",18,1.69780588235294,17.7105882352941,17.4,20.32,15.71,1.3029988036652,7.35717406081719,1.49682,13.1925,13.04,15.91,11.3,1.22344595303593,9.27379915130515
20150724,"Ghoria bani",15,1.0518989010989,17.1128571428571,16.97,18.71,15.23,1.02562122691513,5.99327872811247,0.530187362637363,12.7578571428571,12.7,13.95,11.18,0.728139658745053,5.70738213002113
20150722,"Harutalcis fumigata",14,1.45080274725275,20.3721428571429,20.19,23.76,19.07,1.2044927344126,5.91244987264697,1.49884230769231,15.6638461538462,15.56,17.53,12.61,1.22427215425832,7.81591023196885
20150722,"Hemipsilia coavestis",13,0.678975641025641,9.70615384615385,9.8,10.76,7.19,0.823999782175724,8.48945725811096,0.783806060606061,7.03666666666667,7.34,8.06,5.54,0.885328221964069,12.5816421880256
20150721,"Hesudra divisa",24,1.42955138339921,17.8417391304348,17.55,20.24,16.14,1.19563848357236,6.70135615609812,0.890404166666667,13.4604166666667,13.335,15.45,11.81,0.943612296797083,7.01027553726358
20150722,"Hesudra divisa",29,1.25863300492611,17.7151724137931,17.72,20.35,15.27,1.12188814278702,6.33292251738693,0.832185582010582,14.1217857142857,14.12,15.7,11.74,0.91224206327629,6.45982088761946
20150723,"Hesudra divisa",16,0.69487625,17.426875,17.12,19.3,16.41,0.833592376404679,4.78337267240787,0.95675625,12.573125,12.755,13.46,9.58,0.97813917721355,7.77960274166963
20150720,"Heterothera sororcula",23,0.648890118577075,16.3291304347826,16.45,17.71,14.54,0.805537161512164,4.93312956699944,0.572760079051383,12.1665217391304,12.28,13.91,10.76,0.756809143081255,6.22042321797837
20150721,"Heterothera sororcula",25,1.27978066666667,15.5384,15.75,17.03,13.01,1.13127391319108,7.28050451263376,6.74501837333333,11.63496,12.08,13.74,0.064,2.59711731990169,22.3216695192909
20150722,"Heterothera sororcula",41,1.33245224358974,15.51125,15.68,19.65,13.19,1.15431895227868,7.44181772764076,1.11853948717949,11.737,11.76,14.13,8.57,1.05761027187688,9.01090799929181
20150723,"Heterothera sororcula",87,0.585621972734563,15.0303448275862,15.08,16.59,12.98,0.765259415319121,5.09142953203967,0.670108067226891,11.8027058823529,11.92,13.51,9.95,0.818601287090908,6.9357086014899
20150724,"Heterothera sororcula",26,0.907928,15.75,15.64,17.9,13.43,0.952852559423545,6.04985752014949,1.19232015384615,12.1580769230769,11.965,16.78,11.02,1.09193413439005,8.98114184750289
20150720,"Hypocala subsatura",20,3.44082748538012,18.1494736842105,17.92,21.89,14.15,1.85494676079399,10.220388717981,4.84269883040936,19.4089473684211,19.97,23.06,12.86,2.20061328506609,11.3381382477576
20150722,"Hypocala subsatura",13,6.22741923076923,17.4523076923077,16.46,22.22,14.51,2.49547975963926,14.2988526425028,7.90414102564102,16.6607692307692,15.38,21.52,13.58,2.8114304234039,16.8745535362901
20150721,"Hypochrosis rufescens",18,1.35766838235294,15.0305882352941,14.84,18.48,13.53,1.16519027731652,7.75212692328616,0.146819583333333,11.380625,11.415,12.25,10.58,0.383170436403088,3.36686637511638
20150722,"Hypochrosis rufescens",36,2.24368100840336,15.0911428571429,15.06,19.09,10.22,1.49789218851136,9.92563785719111,0.695302016806722,11.2425714285714,11.09,14.04,9.71,0.833847717995752,7.41687720903995
20150723,"Hypochrosis rufescens",26,2.16217246153846,15.0173076923077,14.595,18.53,12.62,1.47043274635002,9.79158699067756,0.490567384615385,10.6207692307692,10.675,12.48,9.51,0.700405157473433,6.59467447465389
20150724,"Hypochrosis rufescens",24,2.14444619565217,15.77125,15.59,19.04,13.14,1.4643927736957,9.28520423996637,0.458802717391304,11.54875,11.475,13.02,10.4,0.677349774777629,5.86513496939174
20150720,"Iragaodes nobilis",30,0.775961823361823,12.6381481481481,12.71,14.37,10.08,0.880886952657277,6.97006351192641,0.834575862068966,11.0748275862069,11.24,13.66,9.16,0.913551236696096,8.24889804906647
